day,Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,Finish Time,Win Odds,Running Position
ST_2008-5-4_7,9,3.0,GRAND STORE (CH087),Y T Cheng,Y S Tsui,126,1065,4,1:08.90,8.1,5 6 9
ST_2008-5-4_7,10,1.0,TIGER PRAWN (CG279),K T Yeung,A T Millard,128,1213,12,1:09.20,11.0,11 11 10
ST_2008-5-4_7,11,10.0,JIANG JUN (CE281),C W Wong,C H Yip,112,1119,7,1:09.50,26.0,12 10 11
ST_2008-5-4_7,12,5.0,CLEAN SWEEP (CD323),B Prebble,D J Hall,125,1145,3,1:09.70,36.0,8 8 12
ST_2008-5-4_8,1,11.0,ICHIBAN (CJ050),D Whyte,J Size,115,1083,1,1:35.80,2.1,3 4 5 1
ST_2008-5-4_8,2,5.0,SUPER CHARGE (CC299),G Mosse,A Lee,124,1179,9,1:35.80,38.0,2 2 2 2
ST_2008-5-4_8,3,2.0,BOUNCER (CJ074),C K Tong,C Fownes,126,1140,8,1:36.00,4.9,6 6 8 3
ST_2008-5-4_8,4,12.0,LIVERBIRD (CE055),Y T Cheng,C S Shum,113,1127,3,1:36.10,70.0,5 7 9 4
ST_2008-5-4_8,5,7.0,DANABAA (CH007),O Doleuze,P F Yiu,119,1066,4,1:36.30,3.5,1 1 1 5
ST_2008-5-4_8,6,9.0,MUTUAL FRIENDSHIP (CG260),S K Sit,C W Chang,114,1061,11,1:36.30,18.0,7 8 6 6
ST_2008-5-4_8,7,8.0,SPEEDY WARRIOR (CJ077),G Boss,T W Leung,117,1048,5,1:36.30,14.0,4 3 4 7
ST_2008-5-4_8,8,4.0,I'M NO SQUARE (CG078),M Nunes,C Fownes,125,1121,7,1:36.40,80.0,10 11 11 8
ST_2008-5-4_8,9,10.0,WAIT FOR ME (CE332),C W Wong,C H Yip,111,1089,6,1:36.60,40.0,12 12 3 9
ST_2008-5-4_8,10,6.0,SIR LAGO (CH268),W M Lai,D E Ferraris,118,1125,10,1:36.70,99.0,11 10 10 10
ST_2008-5-4_8,11,3.0,VERY FIT (CE071),K L Chui,A S Cruz,123,1246,2,1:36.90,35.0,8 9 12 11
ST_2008-5-4_8,12,1.0,SICHUAN HERO (CJ044),M Du Plessis,P O'Sullivan,133,1084,12,1:37.00,99.0,9 5 7 12
ST_2008-5-4_9,1,11.0,BEJEWELED (CH289),D Whyte,P O'Sullivan,117,1061,7,1:08.90,3.0,3 3 1
ST_2008-5-4_9,2,14.0,SALUT BEAUTE (CB189),M W Leung,A T Millard,112,1076,10,1:09.00,51.0,2 2 2
ST_2008-5-4_9,3,1.0,LUCKY WINNER (CE124),E Saint-Martin,A Schutz,132,1153,1,1:09.30,18.0,5 4 3
ST_2008-5-4_9,4,9.0,SUPER BABY (CH227),M Du Plessis,P F Yiu,119,1086,4,1:09.50,21.0,9 7 4
ST_2008-5-4_9,5,4.0,HORSE WIN WIN (CJ078),M Nunes,Y S Tsui,125,1105,8,1:09.70,21.0,12 12 5
ST_2008-5-4_9,6,6.0,TOP TOP LIGHT (CG182),G Mosse,C Fownes,125,1169,9,1:09.70,8.7,10 11 6
ST_2008-5-4_9,7,12.0,HAPPY GO LUCKY (CH127),C K Tong,C Fownes,111,1123,11,1:09.80,42.0,13 13 7
ST_2008-5-4_9,8,7.0,PLAN B (CJ123),O Doleuze,S Woods,122,1073,2,1:09.80,21.0,1 1 8
ST_2008-5-4_9,9,3.0,GUAN DAO (CH211),Y T Cheng,A Lee,125,1169,13,1:09.80,78.0,4 5 9
ST_2008-5-4_9,10,5.0,ROCKET POWER (CH136),K L Chui,A S Cruz,120,1106,6,1:10.10,6.3,11 10 10
ST_2008-5-4_9,11,13.0,FLY ME TO THE MOON (CG104),W M Lai,J Size,113,1093,5,1:10.10,14.0,7 9 11
ST_2008-5-4_9,12,8.0,RICH FOREVER (CJ214),B Prebble,C H Yip,120,1190,14,1:10.10,23.0,14 14 12
ST_2008-5-4_9,13,2.0,TOY STORY (CJ217),G Boss,D E Ferraris,132,1060,3,1:10.20,4.1,6 6 13
ST_2008-5-4_9,14,10.0,BODACIOUS (CD170),P H Lo,Y S Tsui,111,1051,12,1:10.50,89.0,8 8 14
ST_2008-6-15_1,1,5.0,HOT PEPPER (CJ236),D Whyte,C H Yip,118,1056,8,0:57.90,1.5,2 3 1
ST_2008-6-15_1,2,1.0,AMBITIOUS TREASURE (CJ173),C K Tong,P F Yiu,113,1037,4,0:58.10,11.0,4 4 2
ST_2008-6-15_1,3,6.0,NOBLE DE LAGO (CJ150),K T Yeung,A T Millard,113,1113,1,0:58.40,29.0,1 1 3
ST_2008-6-15_1,4,8.0,SPEEDY STAR (CJ174),H W Lai,L Ho,116,1088,6,0:58.70,16.0,3 2 4
ST_2008-6-15_1,5,3.0,FOREST STAR (CJ167),K L Chui,A S Cruz,113,1015,2,0:58.90,12.0,8 6 5
ST_2008-6-15_1,6,2.0,BRAVE SPIRIT (CJ258),D Beadman,J Moore,119,1149,10,0:59.00,6.2,7 5 6
ST_2008-6-15_1,7,4.0,GALLANT MASTER (CJ255),M Du Plessis,C Fownes,118,1142,9,0:59.80,57.0,9 9 7
ST_2008-6-15_1,8,7.0,SPEED AND GOLD (CJ151),S K Sit,C H Yip,116,1062,7,0:59.90,30.0,10 10 8
ST_2008-6-15_1,9,10.0,SUPER FAMILY (CJ153),M W Leung,L Ho,115,1114,3,1:00.00,43.0,5 7 9
ST_2008-6-15_1,10,9.0,STORM'S DESTINY (CJ260),O Doleuze,D Cruz,120,1009,5,1:00.30,18.0,6 8 10
ST_2008-6-15_10,1,4.0,ABLE ONE (CG108),Z Purton,J Moore,125,1161,5,1:21.50,31.0,1 2 1 1
ST_2008-6-15_10,2,10.0,MY CHOICE (CC283),Y T Cheng,D J Hall,115,1138,3,1:21.90,7.1,4 5 4 2
ST_2008-6-15_10,3,9.0,TIBER (CD155),D Beadman,J Moore,119,1102,6,1:22.00,6.6,2 4 5 3
ST_2008-6-15_10,4,5.0,JOY AND FUN (CH014),G Boss,D Cruz,125,1139,9,1:22.00,5.3,6 6 6 4
ST_2008-6-15_10,5,11.0,SUNNY KING (CH105),W M Lai,J Moore,115,1186,7,1:22.10,33.0,8 10 10 5
ST_2008-6-15_10,6,2.0,DOWN TOWN (CG054),C K Tong,C H Yip,126,1119,12,1:22.30,21.0,3 1 2 6
ST_2008-6-15_10,7,6.0,POCKET MONEY (CE253),F Coetzee,J Size,124,1054,14,1:22.40,4.0,13 9 8 7
ST_2008-6-15_10,8,13.0,AMBITIOUS GENERAL (CJ066),M Du Plessis,D J Hall,114,1107,1,1:22.60,16.0,9 8 7 8
ST_2008-6-15_10,9,1.0,JOYFUL WINNER (CE045),K T Yeung,J Moore,128,1087,4,1:22.70,10.0,5 7 9 9
ST_2008-6-15_10,10,3.0,EGYPTIAN RA (CE002),O Doleuze,D J Hall,126,1156,10,1:22.90,9.6,7 3 3 10
ST_2008-6-15_10,11,7.0,BULLISH CASH (CH049),G Mosse,A S Cruz,122,1048,11,1:23.00,29.0,10 11 11 11
ST_2008-6-15_10,12,12.0,FLAMING LAMBORGINI (CE146),H W Lai,C S Shum,113,1055,8,1:23.10,40.0,11 13 14 12
ST_2008-6-15_10,13,14.0,SURVEY SURVEY (CH070),S K Sit,A S Cruz,112,1071,2,1:23.10,33.0,12 12 13 13
ST_2008-6-15_10,14,8.0,ROYAL PRINCE (CH072),K L Chui,A S Cruz,117,1224,13,1:23.60,42.0,14 14 12 14
ST_2008-6-15_11,1,8.0,QUICK TOUCH (CJ196),Y T Cheng,C S Shum,118,1098,11,1:22.90,4.8,9 7 8 1
ST_2008-6-15_11,2,2.0,WEI HAI INVINCIBLE (CH258),K T Yeung,A T Millard,127,1111,1,1:23.20,8.1,2 2 2 2
ST_2008-6-15_11,3,1.0,VIKING TOR (CE207),M W Leung,D J Hall,130,1154,4,1:23.20,11,12 10 7 3
ST_2008-6-15_11,4,9.0,MANY GAINS (CJ051),D Whyte,K L Man,119,1098,9,1:23.30,5.8,3 3 3 4
ST_2008-6-15_11,5,6.0,DUMBARTON ROCK (CJ228),F Coetzee,C Fownes,122,1118,7,1:23.50,5.7,4 5 5 5
ST_2008-6-15_11,6,3.0,BULLISH WIN (CH197),K L Chui,A S Cruz,124,1148,6,1:23.50,20,10 11 12 6
ST_2008-6-15_11,7,5.0,ENCHANTED (CE065),O Doleuze,C W Chang,125,1099,5,1:23.50,13,7 8 9 7
ST_2008-6-15_11,8,12.0,BEAUTIFUL CHOICE (CH130),C K Tong,Y S Tsui,110,1120,8,1:23.50,41,6 9 11 8
ST_2008-6-15_11,9,4.0,MERIDIAN PRIDE (CH057),D Beadman,A Lee,128,1170,2,1:23.50,15,8 6 4 9
ST_2008-6-15_11,10,14.0,FOREST FOUNTAIN (CJ047),S K Sit,C H Yip,113,1000,14,1:23.80,21,13 14 14 10
ST_2008-6-15_11,11,13.0,CLASSA SUPREME (CG261),H W Lai,L Ho,113,1050,3,1:23.80,37,1 1 1 11
ST_2008-6-15_11,12,10.0,SUPER BABY (CH227),M Du Plessis,P F Yiu,119,1086,13,1:23.80,7.9,11 12 13 12
ST_2008-6-15_11,13,7.0,LUMINOUS (CE300),W M Lai,J Size,120,1258,10,1:24.00,73,5 4 6 13
ST_2008-6-15_11,14,11.0,QUEST FOR LOVE (CE242),G Boss,D E Ferraris,122,1055,12,1:24.00,77,14 13 10 14
ST_2008-6-15_11,WV,,QUALITY-QUALITY (CE250),G Boss,T W Leung,117,---,---,---,---,---
ST_2008-6-15_2,1,2.0,SUNNY GOLF (CH138),D Beadman,J Moore,130,1098,3,1:10.40,3.3,4 4 1
ST_2008-6-15_2,2,6.0,JADE DANCER (CE170),M Du Plessis,D J Hall,123,1160,6,1:10.50,12.0,1 1 2
ST_2008-6-15_2,3,8.0,EXPLODING (CH046),Z Purton,B K Ng,118,1066,8,1:10.60,25.0,5 3 3
ST_2008-6-15_2,4,1.0,ONE TOUCH (CH199),Y T Cheng,C S Shum,128,1161,4,1:10.80,9.0,7 7 4
ST_2008-6-15_2,5,3.0,THAT'S IT (CE223),H W Lai,T W Leung,124,1164,12,1:10.80,8.5,6 5 5
ST_2008-6-15_2,6,7.0,TOUT VA BIEN (CJ020),F Coetzee,C Fownes,123,1026,9,1:10.90,5.7,2 2 6
ST_2008-6-15_2,7,9.0,SUPREME COMMANDER (CJ112),C K Tong,P O'Sullivan,113,1082,1,1:11.10,32.0,9 8 7
ST_2008-6-15_2,8,11.0,LUCKY TYCOON (CH318),D Whyte,A Schutz,117,1033,10,1:11.20,4.2,11 9 8
ST_2008-6-15_2,9,12.0,ALL FOR ONE (CH180),S K Sit,C H Yip,113,1084,7,1:11.80,98.0,12 12 9
ST_2008-6-15_2,10,5.0,WIKI WIKI (CD205),G Boss,D E Ferraris,125,1067,2,1:12.20,12.0,10 10 10
ST_2008-6-15_2,11,4.0,POWER DRAGON (CG084),P H Lo,Y S Tsui,118,1165,11,1:12.20,43.0,3 6 11
ST_2008-6-15_2,12,10.0,WHAT A THRILL (CJ086),O Doleuze,A Lee,120,1041,5,1:13.60,76.0,8 11 12
ST_2008-6-15_3,1,5.0,MOSHI MOSHI (CG255),D Beadman,J Moore,132,1083,5,1:23.70,4.4,1 3 2 1
ST_2008-6-15_3,2,11.0,FRAMES DEPOT (CG118),O Doleuze,T K Ng,121,1071,10,1:23.90,10.0,9 6 6 2
ST_2008-6-15_3,3,7.0,LEADER (CG012),Y T Cheng,C H Yip,129,1132,14,1:23.90,16.0,11 13 12 3
ST_2008-6-15_3,4,12.0,MUTUAL GAIN (CE275),H W Lai,T W Leung,118,1059,12,1:24.00,20.0,8 10 9 4
ST_2008-6-15_3,5,10.0,MAJIN BUU (CC334),W M Lai,Y S Tsui,120,1108,6,1:24.10,28.0,2 1 1 5
ST_2008-6-15_3,6,1.0,GRAND GENERAL (CJ113),Z Purton,B K Ng,133,1109,9,1:24.20,3.1,10 9 11 6
ST_2008-6-15_3,7,13.0,MACAROON (CG238),G Boss,D E Ferraris,118,889,11,1:24.40,17.0,13 11 10 7
ST_2008-6-15_3,8,4.0,FREEBIRD (CC319),C K Tong,D Cruz,127,1095,13,1:24.80,16.0,5 2 3 8
ST_2008-6-15_3,9,9.0,GEM POWER (CH013),P H Lo,Y S Tsui,116,1079,1,1:24.90,65.0,12 12 13 9
ST_2008-6-15_3,10,14.0,ZERO GRAVITY (CH037),K L Chui,A S Cruz,112,1094,4,1:25.30,47.0,3 4 5 10
ST_2008-6-15_3,11,8.0,HEADINGLEY (CH264),M Du Plessis,A T Millard,129,1068,7,1:25.30,25.0,6 5 4 11
ST_2008-6-15_3,12,2.0,NEWSWIRE TOO (CJ040),D Whyte,A Lee,133,1012,8,1:25.70,9.8,7 8 8 12
ST_2008-6-15_3,13,3.0,PRIMIATA (CG226),G Mosse,K L Man,133,1050,2,1:25.80,12.0,4 7 7 13
ST_2008-6-15_3,14,6.0,FIRST KNIGHT (CB357),K T Yeung,S Woods,126,1227,3,1:27.00,20.0,14 14 14 14
ST_2008-6-15_4,1,4.0,CHINA LUJIA (CJ088),D Whyte,P O'Sullivan,128,1063,5,1:37.30,2.5,4 3 3 1
ST_2008-6-15_4,2,2.0,SPIRIT OF LO PAN (CH140),G Mosse,Y S Tsui,131,1148,2,1:37.30,10.0,6 6 5 2
ST_2008-6-15_4,3,10.0,KEEN SPIRIT (CJ022),M Du Plessis,A T Millard,118,1125,6,1:37.60,35.0,2 2 2 3
ST_2008-6-15_4,4,8.0,AMAZING FORTUNE (CH235),K T Yeung,K W Lui,116,1101,7,1:37.70,6.9,3 4 4 4
ST_2008-6-15_4,5,11.0,BRAVO HORSE (CH312),S K Sit,T W Leung,115,1026,8,1:37.70,99.0,1 1 1 5
ST_2008-6-15_4,6,3.0,HOLIGAN (CH003),D Beadman,J Moore,130,1238,9,1:37.90,11.0,13 12 10 6
ST_2008-6-15_4,7,13.0,DECENT FELLOW (CH021),C K Tong,B K Ng,109,996,1,1:38.10,9.0,10 9 8 7
ST_2008-6-15_4,8,5.0,CASH MONEY (CH030),K L Chui,C H Yip,122,1083,14,1:38.10,11.0,7 7 9 8
ST_2008-6-15_4,9,12.0,SUPER IDEAL (CC223),F Coetzee,A Schutz,115,1087,3,1:38.20,61.0,8 8 7 9
ST_2008-6-15_4,10,14.0,SUPER (CD036),Y T Cheng,C W Chang,114,1089,11,1:38.40,7.5,11 11 12 10
ST_2008-6-15_4,11,1.0,DON RICARDO (CE262),H W Lai,L Ho,131,1160,12,1:38.60,73.0,14 14 14 11
ST_2008-6-15_4,12,9.0,CLASSIC KING (CD256),W M Lai,T K Ng,118,1115,10,1:38.60,34.0,9 10 11 12
ST_2008-6-15_4,13,6.0,KING OF TURF (CJ102),G Boss,A Lee,125,1041,13,1:38.70,99.0,12 13 13 13
ST_2008-6-15_4,14,7.0,NAMJONG GOODLUCK (CE267),M W Leung,D J Hall,120,1082,4,1:38.70,21.0,5 5 6 14
ST_2008-6-15_5,1,3.0,COULDN'T CARE LESS (CD009),Z Purton,A Schutz,132,1085,6,1:41.50,8.9,9 9 9 1
ST_2008-6-15_5,2,4.0,AURELIAN (CC025),Y T Cheng,L Ho,128,1128,4,1:41.60,19.0,8 8 7 2
ST_2008-6-15_5,3,2.0,TATTENHALL DELIGHT (CG068),H W Lai,T W Leung,131,1107,11,1:41.70,8.6,12 11 8 3
ST_2008-6-15_5,4,5.0,LAZY BUDDIES (CC208),O Doleuze,A Lee,129,1168,10,1:41.80,14.0,14 14 14 4
ST_2008-6-15_5,5,8.0,LIGHTNING MOUNT (CH082),K L Chui,A S Cruz,122,1111,12,1:41.90,5.7,10 10 11 5
ST_2008-6-15_5,6,14.0,WINNING PATTERN (CG125),M W Leung,S Woods,113,1110,2,1:42.00,12.0,1 1 1 6
ST_2008-6-15_5,7,6.0,TALE OF FRIENDSHIP (CH184),G Mosse,Y S Tsui,129,1088,14,1:42.00,14.0,13 13 12 7
ST_2008-6-15_5,8,10.0,GOLD DIGGER (CD101),W M Lai,B K Ng,121,1063,1,1:42.20,12.0,4 5 4 8
ST_2008-6-15_5,9,7.0,CALL ME CULLEN (CH113),D Whyte,Y O Wong,127,1044,3,1:42.20,4.5,7 7 6 9
ST_2008-6-15_5,10,12.0,STARFINDER (CH074),M Du Plessis,K W Lui,118,1051,8,1:42.40,18.0,11 12 13 10
ST_2008-6-15_5,11,13.0,HAPPY ASH (CG106),C K Tong,P F Yiu,111,1009,9,1:43.10,22.0,3 3 3 11
ST_2008-6-15_5,12,1.0,GOLD GEM (CG197),D Beadman,J Moore,133,993,5,1:43.30,10.0,6 6 5 12
ST_2008-6-15_5,13,9.0,PERFECT ATHLETE (CG276),S K Sit,C H Yip,125,1128,7,1:45.90,78.0,2 2 2 13
ST_2008-6-15_5,14,11.0,GLOBAL WAY (CG158),G Boss,D E Ferraris,119,1028,13,1:46.50,29.0,5 4 10 14
ST_2008-6-15_6,1,4.0,SPEEDY (CJ037),D Whyte,P O'Sullivan,128,1104,11,1:24.40,3.6,1 2 1 1
ST_2008-6-15_6,2,11.0,JOLLY BIRD (CJ154),O Doleuze,Y O Wong,120,1173,5,1:24.50,35.0,6 6 6 2
ST_2008-6-15_6,3,3.0,CLEMENT ELITE (CH004),D Beadman,A Lee,128,1096,1,1:24.50,9.6,10 9 8 3
ST_2008-6-15_6,4,1.0,WAIT FOR ME (CE332),Y T Cheng,C H Yip,131,1104,3,1:24.70,18.0,12 13 12 4
ST_2008-6-15_6,5,9.0,MYTHIC STEED (CD208),C K Tong,C W Chang,116,1003,7,1:24.80,33.0,5 5 5 5
ST_2008-6-15_6,6,8.0,ENCORE (CH252),F Coetzee,J Size,123,1266,12,1:25.00,8.2,3 1 2 6
ST_2008-6-15_6,7,7.0,MY FAITH (CH054),M Du Plessis,D Cruz,124,1075,6,1:25.00,27.0,2 4 4 7
ST_2008-6-15_6,8,14.0,ACTIVE VALOUR (CG045),M W Leung,B K Ng,111,1046,9,1:25.10,16.0,7 7 7 8
ST_2008-6-15_6,9,13.0,KING OF SPADES (CC056),W M Lai,T K Ng,113,1052,10,1:25.10,19.0,14 14 14 9
ST_2008-6-15_6,10,2.0,STEEL NERVES (CG320),Z Purton,A Schutz,132,1107,13,1:25.20,12.0,11 11 11 10
ST_2008-6-15_6,11,10.0,HELENE ELITE (CJ093),K L Chui,A S Cruz,115,1105,14,1:25.20,5.9,8 8 10 11
ST_2008-6-15_6,12,5.0,CHAMPION PIONEER (CG305),K T Yeung,T W Leung,121,1048,2,1:25.30,21.0,9 10 9 12
ST_2008-6-15_6,13,12.0,SOUND OF SILENCE (CD136),H W Lai,K L Man,114,1064,8,1:25.30,8.7,4 3 3 13
ST_2008-6-15_6,14,6.0,CLASSIC REUNION (CH166),S K Sit,J Moore,124,1120,4,1:25.50,25.0,13 12 13 14
ST_2008-6-15_7,1,14.0,SOUNDS FANTASTIC (CH146),S K Sit,A T Millard,111,1061,8,1:40.40,45.0,13 14 13 1
ST_2008-6-15_7,2,1.0,ROCKET WIN (CE249),M Du Plessis,P F Yiu,133,1057,1,1:40.50,10.0,7 8 7 2
ST_2008-6-15_7,3,3.0,GLOBAL WIN (CG109),Z Purton,D E Ferraris,129,1154,14,1:40.70,43.0,12 12 8 3
ST_2008-6-15_7,4,9.0,TERRIFIC BRETHREN (CH298),K L Chui,A S Cruz,116,1160,7,1:40.80,3.0,1 1 1 4
ST_2008-6-15_7,5,6.0,SUPER PEGASUS (CH141),G Boss,D E Ferraris,127,1069,4,1:40.90,6.3,2 3 3 5
ST_2008-6-15_7,6,12.0,THREE CLUBS (CG149),Y T Cheng,J Moore,113,1087,6,1:40.90,9.2,8 9 10 6
ST_2008-6-15_7,7,13.0,WADADELIGHT (CC340),F Coetzee,T K Ng,115,1017,3,1:41.00,9.2,4 5 4 7
ST_2008-6-15_7,8,2.0,SIR GALAHAD (CG272),O Doleuze,P O'Sullivan,131,989,10,1:41.10,11.0,10 10 11 8
ST_2008-6-15_7,9,7.0,VICTORY TREASURE (CE031),C K Tong,C Fownes,122,1117,5,1:41.20,28.0,11 11 12 9
ST_2008-6-15_7,10,10.0,HONEST TREASURE (CE200),W M Lai,T K Ng,113,1066,9,1:41.50,31.0,6 4 5 10
ST_2008-6-15_7,11,8.0,LUCKY CHAMPION (CD178),M W Leung,Y O Wong,119,1131,13,1:41.70,42.0,14 13 14 11
ST_2008-6-15_7,12,11.0,SUPREME GOLD (CH205),D Whyte,K L Man,116,1064,2,1:41.70,7.0,5 7 6 12
ST_2008-6-15_7,13,4.0,SHANGDONG GENERAL (CH077),K T Yeung,Y S Tsui,123,1108,11,1:42.70,54.0,3 2 2 13
ST_2008-6-15_7,14,5.0,INDUSTRIAL MARVEL (CG188),H W Lai,C H Yip,125,1056,12,1:43.80,40.0,9 6 9 14
ST_2008-6-15_8,1,5.0,HIGH MARK (CJ197),D Beadman,C S Shum,124,1253,6,0:57.20,6.5,8 4 1
ST_2008-6-15_8,2,6.0,MACHO EXPRESSO (CH261),F Coetzee,J Size,123,1279,4,0:57.30,10,4 3 2
ST_2008-6-15_8,3,2.0,SILENT DRAGON (CG200),D Whyte,D J Hall,133,1099,8,0:57.50,2.3,2 1 3
ST_2008-6-15_8,4,7.0,FLORAL PICASSO (CJ225),G Mosse,P F Yiu,122,1077,7,0:57.50,23,7 7 4
ST_2008-6-15_8,5,4.0,BOOMING CITY (CE325),G Boss,A Lee,131,1194,13,0:57.50,7,5 5 5
ST_2008-6-15_8,6,13.0,SCOOT DA LOOT (CH274),C K Tong,A Schutz,110,963,9,0:57.90,73,6 10 6
ST_2008-6-15_8,7,10.0,GOOD DISHES (CJ224),Y T Cheng,C H Yip,116,1127,11,0:58.10,39,10 12 7
ST_2008-6-15_8,8,14.0,HAPPY AMBASSADOR (CH286),H W Lai,K W Lui,111,1042,5,0:58.40,15,13 14 8
ST_2008-6-15_8,9,11.0,FLAG FINDER (CE224),M Du Plessis,D E Ferraris,116,1122,2,0:58.70,61,9 6 9
ST_2008-6-15_8,10,1.0,BLUE SKY (CJ289),O Doleuze,C Fownes,133,1151,3,0:58.90,31,14 8 10
ST_2008-6-15_8,11,8.0,WHISKY POWER (CH291),M W Leung,C W Chang,117,1066,10,0:59.30,11,11 11 11
ST_2008-6-15_8,12,9.0,BELONG TO CASA (CJ064),K L Chui,A S Cruz,114,1197,14,0:59.30,23,1 2 12
ST_2008-6-15_8,13,12.0,NEEDLES AND THREAD (CJ282),S K Sit,T W Leung,113,1031,1,0:59.90,98,12 13 13
ST_2008-6-15_8,PU,3.0,BULB KING (CD303),W M Lai,T K Ng,130,1088,12,---,17,3 9
ST_2008-6-15_8,WV,,CIRCUIT HERO (CG304),K T Yeung,A T Millard,114,---,---,---,---,---
ST_2008-6-15_9,1,11.0,KINGS FALCON (CJ185),D Beadman,J Moore,119,1123,4,1:22.40,3.0,6 3 3 1
ST_2008-6-15_9,2,3.0,GALEN WIN (CJ065),W M Lai,D J Hall,125,1086,10,1:22.70,7.8,4 6 7 2
ST_2008-6-15_9,3,8.0,WALKONTHEWILDSIDE (CG033),O Doleuze,P O'Sullivan,124,1048,8,1:22.70,6.0,12 7 5 3
ST_2008-6-15_9,4,10.0,HONGKONG SUPERSTAR (CH167),D Whyte,Y O Wong,121,1159,1,1:22.70,3.7,2 1 1 4
ST_2008-6-15_9,5,7.0,DOWN THE WICKET (CH059),Y T Cheng,A Lee,122,1123,11,1:23.00,99.0,1 2 2 5
ST_2008-6-15_9,6,6.0,MASTER POWER (CG318),Z Purton,J Moore,125,1067,14,1:23.20,18.0,11 8 8 6
ST_2008-6-15_9,7,13.0,VICTORY STYLE (CG120),M W Leung,T K Ng,112,1020,3,1:23.40,49.0,13 13 13 7
ST_2008-6-15_9,8,12.0,BEAUTIFUL DREAMER (CH108),H W Lai,K L Man,117,1052,7,1:23.50,39.0,9 10 10 8
ST_2008-6-15_9,9,4.0,HELENE PILLAGING (CC084),K L Chui,A S Cruz,121,1231,9,1:23.50,16.0,8 11 11 9
ST_2008-6-15_9,10,1.0,REGENCY HORSE (CE229),F Coetzee,D E Ferraris,132,1088,13,1:23.70,24.0,3 4 4 10
ST_2008-6-15_9,11,9.0,ABOVE ALL (CJ215),C K Tong,C Fownes,118,1085,12,1:24.10,99.0,10 12 12 11
ST_2008-6-15_9,12,2.0,GRAND STORE (CH087),G Mosse,Y S Tsui,131,1068,6,1:24.30,42.0,7 9 9 12
ST_2008-6-15_9,13,14.0,DASHING THUNDER (CD080),S K Sit,C H Yip,111,1129,2,1:24.50,65.0,14 14 14 13
ST_2008-6-15_9,14,5.0,HURRICANE DASH (CJ186),G Boss,P F Yiu,125,1071,5,1:24.60,17.0,5 5 6 14
ST_2008-6-1_1,1,4.0,BIG WINNER AGAIN (CJ170),Y T Cheng,A T Millard,120,1075,5,1:11.40,1.6,4 4 1
ST_2008-6-1_1,2,2.0,DIAMOND PRINCE (CJ172),O Doleuze,Y O Wong,129,1003,4,1:11.50,7.1,2 2 2
ST_2008-6-1_1,3,6.0,VANQUISH DELIGHT (CJ257),B Prebble,C Fownes,120,1113,2,1:11.80,3.1,3 3 3
ST_2008-6-1_1,4,5.0,TOUCH MORE (CJ180),G Mosse,C S Shum,120,1109,1,1:11.90,16.0,1 1 4
ST_2008-6-1_1,5,3.0,STAR OF CHIU TON (CJ175),H W Lai,P F Yiu,129,1123,6,1:12.00,16.0,6 5 5
ST_2008-6-1_1,6,1.0,BREAKING POINT (CJ179),M Du Plessis,C Fownes,129,1122,3,1:12.20,27.0,5 6 6
ST_2008-6-1_10,1,8.0,BEST FRIEND (CH240),B Prebble,D J Hall,119,1101,2,1:35.80,2.7,7 7 5 1
ST_2008-6-1_10,2,6.0,STILTON (CG173),O Doleuze,Y O Wong,123,1051,5,1:36.50,3.8,8 8 9 2
ST_2008-6-1_10,3,10.0,PALETTE THE BEST (CH151),D Whyte,J Size,115,1051,4,1:36.60,7.5,4 4 6 3
ST_2008-6-1_10,4,11.0,SPECIAL DRAGON (CH325),K L Chui,A S Cruz,108,1093,8,1:36.60,7.3,1 1 1 4
ST_2008-6-1_10,5,4.0,HOLD HANDS (CH116),C K Tong,C Fownes,120,1022,7,1:36.60,38.0,11 10 8 5
ST_2008-6-1_10,6,3.0,CHINA WIN (CJ147),K T Yeung,Y S Tsui,121,1067,6,1:36.80,6.8,3 3 4 6
ST_2008-6-1_10,7,1.0,MEDICO (CH075),D Beadman,J Moore,131,1074,10,1:36.90,18.0,2 2 2 7
ST_2008-6-1_10,8,2.0,SAFETY FIRST (CG161),M Du Plessis,P F Yiu,129,1056,3,1:36.90,22.0,5 5 7 8
ST_2008-6-1_10,9,5.0,CHEERFUL MASTER (CE309),H W Lai,A Lee,121,1160,1,1:36.90,41.0,10 9 10 9
ST_2008-6-1_10,10,7.0,QUEST FOR LOVE (CE242),G Boss,D E Ferraris,121,1063,9,1:37.70,84.0,6 6 3 10
ST_2008-6-1_10,11,9.0,I'M NO SQUARE (CG078),G Mosse,C Fownes,120,1116,11,1:37.80,99.0,9 11 11 11
ST_2008-6-1_11,1,8.0,TRULLI (CH327),O Doleuze,K W Lui,123,1053,6,1:10.20,7.2,11 10 1
ST_2008-6-1_11,2,5.0,BEJEWELED (CH289),C K Tong,P O'Sullivan,120,1046,4,1:10.30,5.9,4 4 2
ST_2008-6-1_11,3,2.0,GUNNER MAC (CJ192),D Whyte,D E Ferraris,130,1063,7,1:10.30,6.4,9 8 3
ST_2008-6-1_11,4,9.0,REUNION (CE258),W M Lai,D J Hall,116,1176,8,1:10.40,47,2 2 4
ST_2008-6-1_11,5,1.0,SPRING SUN (CJ128),D Beadman,C S Shum,132,1196,2,1:10.60,7.7,7 7 5
