day,Pla.,Horse No.,Horse,Jockey,Trainer,Act. Wt.,Declar. Horse Wt.,Dr.,Finish Time,Win Odds,Running Position
ST_2008-11-8_3,13,12.0,FOREVER RICHES (CG174),S K Sit,C S Shum,115,1186,13,1:24.08,55.0,14 14 14 13
ST_2008-11-8_3,14,13.0,AURELIAN (CC025),H W Lai,L Ho,112,1131,12,1:24.28,14.0,12 12 12 14
ST_2008-11-8_4,1,3.0,BATURO (CH029),K C Leung,Y S Tsui,121,974,8,1:36.37,13.0,2 2 2 1
ST_2008-11-8_4,2,11.0,HEADINGLEY (CH264),D Beadman,A T Millard,120,1100,4,1:36.43,3.5,5 5 5 2
ST_2008-11-8_4,3,9.0,FREEBIRD (CC319),Y T Cheng,D Cruz,122,1084,3,1:36.45,4.9,4 4 3 3
ST_2008-11-8_4,4,5.0,PRIMIATA (CG226),M L Yeung,A Lee,118,1055,7,1:36.57,21.0,1 1 1 4
ST_2008-11-8_4,5,2.0,KING OF FISH (CB105),G Mosse,K L Man,132,1134,11,1:36.72,10.0,3 3 4 5
ST_2008-11-8_4,6,12.0,NOBLE TWINS (CH257),M Du Plessis,T K Ng,120,972,2,1:36.75,15.0,13 11 12 6
ST_2008-11-8_4,7,14.0,SPEED OF LIGHT (CC333),M W Leung,B K Ng,111,1126,13,1:36.98,36.0,14 14 13 7
ST_2008-11-8_4,8,10.0,DIAMOND FLYER (CG199),F Coetzee,A Lee,122,1258,1,1:36.99,19.0,8 8 8 8
ST_2008-11-8_4,9,8.0,ALL FOR ONE (CH180),C W Wong,C H Yip,121,1051,6,1:37.17,22.0,9 9 9 9
ST_2008-11-8_4,10,7.0,GEM MASTER (CG235),C K Tong,K W Lui,121,1083,5,1:37.34,10.0,12 13 14 10
ST_2008-11-8_4,11,13.0,FILEBO (CE214),B Doyle,T W Leung,118,970,9,1:37.37,15.0,7 7 6 11
ST_2008-11-8_4,12,1.0,PURE ALPHA (CH008),D Whyte,S Woods,133,972,14,1:37.73,11.0,11 12 10 12
ST_2008-11-8_4,13,4.0,CELESTIAL WONDER (CG046),W M Lai,A Schutz,129,1019,12,1:37.76,28.0,6 6 7 13
ST_2008-11-8_4,14,6.0,ARISTOCRACY (CG070),H W Lai,C S Shum,124,1087,10,1:38.30,22.0,10 10 11 14
ST_2008-11-8_5,1,7.0,DASH (CG236),W M Lai,C H Yip,122,1068,2,1:40.26,8.7,4 5 3 1
ST_2008-11-8_5,2,4.0,GOLDEN TREASURE (CJ087),D Whyte,J Size,129,1026,13,1:40.42,6.8,2 2 2 2
ST_2008-11-8_5,3,2.0,NEEDLES AND THREAD (CJ282),B Doyle,T W Leung,132,1053,8,1:40.48,18.0,9 7 6 3
ST_2008-11-8_5,4,6.0,SUNNY SMILES (CJ073),W C Marwing,P F Yiu,127,1021,7,1:40.65,4.8,7 1 1 4
ST_2008-11-8_5,5,3.0,CARRY GOOD NEWS (CG219),E Saint-Martin,D J Hall,129,1092,10,1:40.79,56.0,13 13 13 5
ST_2008-11-8_5,6,1.0,BREAKING POINT (CJ179),D Beadman,C Fownes,132,1106,6,1:40.81,6.6,8 9 9 6
ST_2008-11-8_5,7,13.0,COULDN'T CARE LESS (CD009),M Du Plessis,A Schutz,118,1075,9,1:40.83,17.0,11 10 10 7
ST_2008-11-8_5,8,9.0,JOYFUL YEARS (CG143),H W Lai,L Ho,121,1171,11,1:40.86,33.0,12 12 11 8
ST_2008-11-8_5,9,12.0,BAYVIEW GREYSLEW (CJ194),K L Chui,T K Ng,116,1110,1,1:41.01,7.7,3 6 7 9
ST_2008-11-8_5,10,10.0,LUCKY TYCOON (CH318),Y T Cheng,A Schutz,120,1013,5,1:41.06,5.8,5 8 8 10
ST_2008-11-8_5,11,11.0,PEARL HALO (CJ023),C K Tong,P O'Sullivan,115,1035,4,1:41.13,32.0,6 4 5 11
ST_2008-11-8_5,12,8.0,JOY TRUMPS (CD242),G Mosse,Y O Wong,123,1115,3,1:41.42,33.0,10 11 12 12
ST_2008-11-8_5,13,5.0,TREASURE HUNT (CJ348),F Coetzee,A S Cruz,128,1117,12,1:41.49,13.0,1 3 4 13
ST_2008-11-8_6,1,8.0,YOUNG ELITE (CJ349),W C Marwing,C Fownes,125,1226,1,1:22.88,3.5,3 5 6 1
ST_2008-11-8_6,2,9.0,AMAZING VENTURE (CJ039),Z Purton,D E Ferraris,123,1004,3,1:23.16,17.0,9 8 7 2
ST_2008-11-8_6,3,4.0,FAIR WIN (CE027),K L Chui,D J Hall,128,1186,2,1:23.21,22.0,2 3 3 3
ST_2008-11-8_6,4,12.0,AMAZING JOURNEY (CH281),Y T Cheng,P O'Sullivan,115,1056,9,1:23.27,8.1,11 10 9 4
ST_2008-11-8_6,5,14.0,SUPER (CD036),M Du Plessis,C W Chang,114,1075,13,1:23.63,27.0,12 13 12 5
ST_2008-11-8_6,6,6.0,NATIONAL GLORY (CJ176),D Whyte,J Size,127,1133,5,1:23.64,2.6,4 6 8 6
ST_2008-11-8_6,7,3.0,ANIMATION (CJ035),H W Lai,C S Shum,129,1069,12,1:23.77,12.0,7 7 5 7
ST_2008-11-8_6,8,11.0,FEEL THE FUN (CJ205),S K Sit,K W Lui,118,1096,7,1:23.85,99.0,8 9 10 8
ST_2008-11-8_6,9,10.0,JOHNSON (CJ305),D Beadman,J Moore,123,1253,11,1:23.89,88.0,14 14 14 9
ST_2008-11-8_6,10,7.0,LOYAL ARMY (CJ237),B Prebble,C H Yip,125,1105,6,1:23.95,11.0,1 2 1 10
ST_2008-11-8_6,11,13.0,NOT QUITE PERFECT (CG254),M L Yeung,A Lee,105,1004,8,1:23.98,60.0,6 4 4 11
ST_2008-11-8_6,12,5.0,COSMO SUCCESSOR (CH118),G Mosse,Y S Tsui,127,1065,10,1:24.45,31.0,5 1 2 12
ST_2008-11-8_6,13,2.0,SEVENS HEAVEN (CE175),E Saint-Martin,A T Millard,133,1115,14,1:24.71,33.0,10 11 13 13
ST_2008-11-8_6,14,1.0,FORTUNE WARRIOR (CD096),B Doyle,T W Leung,133,1071,4,1:25.02,88.0,13 12 11 14
ST_2008-11-8_7,1,1.0,LUCKY QUALITY (CH134),Y T Cheng,Y S Tsui,131,1171,9,1:08.62,1.4,1 1 1
ST_2008-11-8_7,2,2.0,WILLING STORM (CJ187),D Beadman,J Moore,132,1040,4,1:09.12,15.0,8 6 2
ST_2008-11-8_7,3,12.0,NICE KING (CG147),M L Yeung,A Lee,103,1125,7,1:09.14,99.0,10 9 3
ST_2008-11-8_7,4,9.0,TIGER RIDGE (CD084),M Du Plessis,A Schutz,115,1266,11,1:09.24,47.0,12 11 4
ST_2008-11-8_7,5,11.0,TREASURABLE (CH017),K C Leung,P O'Sullivan,103,1004,3,1:09.47,28.0,9 7 5
ST_2008-11-8_7,6,3.0,PICKETT (CG155),P H Lo,C W Chang,124,1085,2,1:09.58,31.0,5 5 6
ST_2008-11-8_7,7,6.0,WINDICATOR RETURNS (CJ191),B Doyle,T W Leung,125,1048,8,1:09.61,44.0,4 4 7
ST_2008-11-8_7,8,5.0,MI REILLY (CJ199),K L Chui,Y O Wong,123,987,10,1:09.64,23.0,11 10 8
ST_2008-11-8_7,9,8.0,LUCIA (CH229),F Coetzee,J Size,117,1077,6,1:09.84,7.6,3 2 9
ST_2008-11-8_7,10,4.0,CHATER POWER (CG312),D Whyte,D E Ferraris,130,1135,1,1:10.26,8.6,7 8 10
ST_2008-11-8_7,11,10.0,LUCKY RED (CJ059),W M Lai,T K Ng,112,1141,5,1:10.70,34.0,2 3 11
ST_2008-11-8_7,12,7.0,DREAM HORSE (CG029),H W Lai,K W Lui,116,1207,12,1:11.59,42.0,6 12 12
ST_2008-11-8_8,1,2.0,BOUNCER (CJ074),D Beadman,C Fownes,131,1147,10,1:22.90,8.7,9 9 8 1
ST_2008-11-8_8,2,14.0,TREASURE RAIDERS (CE049),M Du Plessis,P O'Sullivan,114,1166,4,1:22.95,16,7 10 9 2
ST_2008-11-8_8,3,9.0,CIRCUIT HERO (CG304),C K Tong,A T Millard,112,1107,12,1:22.99,10,8 6 5 3
ST_2008-11-8_8,4,6.0,MANY GAINS (CJ051),D Whyte,K L Man,122,1126,6,1:23.00,1.9,5 4 4 4
ST_2008-11-8_8,5,13.0,STORMIN JOBURG (CJ121),Z Purton,D E Ferraris,117,1088,2,1:23.12,33,6 8 7 5
ST_2008-11-8_8,6,3.0,CONGRATULATION (CH032),F Coetzee,J Size,128,1148,5,1:23.25,16,2 1 1 6
ST_2008-11-8_8,7,8.0,CHINA HERO (CH040),G Mosse,Y S Tsui,120,1118,1,1:23.28,7.8,4 5 6 7
ST_2008-11-8_8,8,12.0,SOHNA (CG183),K C Leung,S Woods,105,1094,7,1:23.37,13,12 13 10 8
ST_2008-11-8_8,9,11.0,DANABAA (CH007),W C Marwing,P F Yiu,117,1070,3,1:23.62,22,1 3 3 9
ST_2008-11-8_8,10,7.0,CHIRAC (CJ234),B Prebble,C W Chang,119,1105,11,1:23.63,16,13 12 11 10
ST_2008-11-8_8,11,5.0,WINE WIN (CG018),M L Yeung,A Lee,113,1060,9,1:23.66,99,3 2 2 11
ST_2008-11-8_8,12,4.0,VICTORY STYLE (CG120),W M Lai,T K Ng,121,1033,8,1:25.11,81,10 11 13 12
ST_2008-11-8_8,13,10.0,DEERFIELD (CG038),H W Lai,Y O Wong,115,1162,13,1:25.88,99,11 7 12 13
ST_2008-11-8_8,WV,1.0,SOUTH DAKOTA (CJ166),K L Chui,A S Cruz,130,---,---,---,---,---
ST_2008-11-8_9,1,4.0,RICH DRAGON (CG079),C K Tong,C Fownes,119,1125,3,1:39.21,11.0,6 6 3 1
ST_2008-11-8_9,2,8.0,BERIO (CJ202),B Prebble,D J Hall,120,1173,10,1:39.43,3.0,2 1 1 2
ST_2008-11-8_9,3,7.0,ONE TOUCH (CH199),Y T Cheng,C S Shum,120,1160,11,1:39.43,9.6,3 5 7 3
ST_2008-11-8_9,4,1.0,SIR GALAHAD (CG272),D Whyte,P O'Sullivan,133,994,2,1:39.65,6.6,11 11 6 4
ST_2008-11-8_9,5,3.0,GLOBAL WIN (CG109),Z Purton,D E Ferraris,130,1143,5,1:39.71,10.0,8 7 9 5
ST_2008-11-8_9,6,11.0,SUPREME GOLD (CH205),K L Chui,K L Man,116,1084,1,1:39.81,27.0,1 2 2 6
ST_2008-11-8_9,7,13.0,MAGIC TEMPLE (CC368),K C Leung,S Woods,105,1208,8,1:39.82,27.0,13 13 14 7
ST_2008-11-8_9,8,6.0,CENTURY SUPER STAR (CE070),W M Lai,A Schutz,120,1064,14,1:39.85,73.0,14 14 11 8
ST_2008-11-8_9,9,10.0,SUPER FIGHTER (CE167),B Doyle,T W Leung,119,1090,7,1:39.95,85.0,7 8 8 9
ST_2008-11-8_9,10,9.0,LUCKY CHAMPION (CD178),H W Lai,Y O Wong,117,1112,6,1:40.04,25.0,10 10 10 10
ST_2008-11-8_9,11,12.0,THREE CLUBS (CG149),D Beadman,J Moore,120,1080,9,1:40.55,7.3,12 12 12 11
ST_2008-11-8_9,12,5.0,MAINLAND SHUTTLE (CG315),G Mosse,A S Cruz,123,1128,13,1:40.76,14.0,9 9 13 12
ST_2008-11-8_9,13,14.0,WADADELIGHT (CC340),M Du Plessis,T K Ng,114,1031,4,1:41.09,11.0,4 4 4 13
ST_2008-11-8_9,14,2.0,KING ACRYLIC (CG295),C W Wong,P F Yiu,128,1074,12,1:41.62,52.0,5 3 5 14
ST_2008-12-14_1,1,2.0,POCKET MONEY (CE253),F Coetzee,J Size,128,1066,2,1:21.87,2.5,6 6 6 1
ST_2008-12-14_1,2,3.0,SUNNY KING (CH105),D Beadman,J Moore,127,1193,5,1:21.96,5.4,7 7 7 2
ST_2008-12-14_1,3,1.0,DOWN TOWN (CG054),C W Wong,C H Yip,130,1127,4,1:21.97,5,1 1 1 3
ST_2008-12-14_1,4,5.0,GALLANT LION (CG243),O Doleuze,C Fownes,121,1114,7,1:21.99,11,8 8 8 4
ST_2008-12-14_1,5,9.0,FLEET COMMAND (CK077),W M Lai,D E Ferraris,111,1113,1,1:22.06,7.2,3 4 4 5
ST_2008-12-14_1,6,4.0,SKYVIEW BAR (CG024),C Brown,A Lee,122,1203,6,1:22.33,29,2 2 2 6
ST_2008-12-14_1,7,8.0,MY CHOICE (CC283),Y T Cheng,D J Hall,114,1117,3,1:22.46,21,5 5 5 7
ST_2008-12-14_1,8,6.0,MASTER POWER (CG318),G Gomez,J Moore,120,1047,8,1:22.77,8.1,4 3 3 8
ST_2008-12-14_1,WV,7.0,GOLD STRIKER (CD365),B Prebble,J Size,118,---,---,---,---,---
ST_2008-12-14_10,1,1.0,FULL OF JOY (CG293),G Mosse,A Lee,133,1083,10,1:34.25,83.0,4 4 5 1
ST_2008-12-14_10,2,4.0,UNIQUE JEWELLERY (CH196),D Whyte,J Size,127,1115,9,1:34.25,2.3,8 8 8 2
ST_2008-12-14_10,3,7.0,GREAT GUY (CH112),E Saint-Martin,A S Cruz,122,1041,8,1:34.44,82.0,6 7 9 3
ST_2008-12-14_10,4,14.0,HURRICANE DASH (CJ186),K T Yeung,P F Yiu,110,1053,12,1:34.45,32.0,9 11 10 4
ST_2008-12-14_10,5,2.0,KINGS FALCON (CJ185),D Beadman,J Moore,133,1133,2,1:34.56,7.1,7 6 3 5
ST_2008-12-14_10,6,10.0,GALLANT CHAMPION (CJ002),B Prebble,D J Hall,117,1261,1,1:34.59,12.0,13 9 7 6
ST_2008-12-14_10,7,6.0,THUMBS UP (CK005),Z Purton,C S Shum,124,1166,11,1:34.68,4.2,11 12 11 7
ST_2008-12-14_10,8,3.0,DANESIS (CH194),F Coetzee,A S Cruz,127,1275,6,1:34.76,13.0,3 3 4 8
ST_2008-12-14_10,9,11.0,INTERCHINA STAR (CJ226),C Brown,A Lee,117,1052,4,1:34.90,15.0,5 5 6 9
ST_2008-12-14_10,10,8.0,LU YUE (CH278),C W Wong,C H Yip,119,1232,7,1:34.91,88.0,1 2 2 10
ST_2008-12-14_10,11,13.0,JADE DRAGONFLY (CE331),C K Tong,P O'Sullivan,108,1177,13,1:34.91,62.0,12 13 13 11
ST_2008-12-14_10,12,5.0,SILVER SUN (CE126),P H Lo,Y S Tsui,117,1140,14,1:34.96,99.0,10 10 12 12
ST_2008-12-14_10,13,9.0,VIGOR DELIGHT (CK070),O Doleuze,C Fownes,120,1078,5,1:35.03,11.0,2 1 1 13
ST_2008-12-14_10,14,12.0,SWIFT STRIKE (CK090),K L Chui,A T Millard,112,1017,3,1:36.61,99.0,14 14 14 14
ST_2008-12-14_2,1,3.0,CRAIG'S DRAGON (CH131),D Beadman,J Moore,130,1202,11,1:09.02,5.0,5 2 1
ST_2008-12-14_2,2,6.0,HEARTLINE (CJ330),G Gomez,A S Cruz,128,1163,7,1:09.47,8.9,6 8 2
ST_2008-12-14_2,3,11.0,BOLERO (CJ137),W C Marwing,P F Yiu,123,1141,6,1:09.47,4.1,9 11 3
ST_2008-12-14_2,4,14.0,SILVER BLAZE (CJ149),B Prebble,C H Yip,118,1039,10,1:09.48,7.1,10 9 4
ST_2008-12-14_2,5,2.0,WISE LOVER (CE095),G Mosse,Y O Wong,133,1146,9,1:09.69,48.0,12 12 5
ST_2008-12-14_2,6,10.0,ACHILLES OF TROY (CJ190),D Oliver,C Fownes,126,1222,4,1:09.76,15.0,11 10 6
ST_2008-12-14_2,7,5.0,FINN MACCOOL (CK072),C Soumillon,D E Ferraris,129,1053,2,1:09.81,4.9,8 7 7
ST_2008-12-14_2,8,9.0,TRULLI (CH327),E Saint-Martin,K W Lui,127,1060,13,1:09.82,23.0,14 14 8
ST_2008-12-14_2,9,7.0,ENCHANTED (CE065),C Brown,C W Chang,127,1109,14,1:10.21,99.0,7 4 9
ST_2008-12-14_2,10,8.0,MY WHISKY (CK071),Y T Cheng,Y S Tsui,125,1089,5,1:10.52,29.0,1 3 10
ST_2008-12-14_2,11,12.0,LUCKY RED (CJ059),W M Lai,T K Ng,117,1135,1,1:10.64,57.0,2 6 11
ST_2008-12-14_2,12,1.0,THUNDER FLASH (CG270),K L Chui,D J Hall,130,1109,3,1:10.66,99.0,4 5 12
ST_2008-12-14_2,13,13.0,OASIS DAVIS (CK138),B Doyle,T W Leung,119,1026,8,1:10.84,99.0,13 13 13
ST_2008-12-14_2,14,4.0,KUNG FU (CE289),O Doleuze,D Cruz,130,1132,12,1:11.76,8.7,3 1 14
ST_2008-12-14_3,1,1.0,BRILLIANT CHAPTER (CJ100),D Whyte,J Size,133,1085,1,1:09.42,1.8,5 5 1
ST_2008-12-14_3,2,5.0,HONGKONG SUPERSTAR (CH167),C Soumillon,Y O Wong,122,1166,14,1:09.45,51.0,12 10 2
ST_2008-12-14_3,3,3.0,ONE WORLD (CH133),D Beadman,J Moore,132,1105,11,1:09.63,9.6,11 7 3
ST_2008-12-14_3,4,8.0,DEFERENTIAL (CH328),W C Marwing,C Fownes,119,1031,4,1:09.65,31.0,14 13 4
ST_2008-12-14_3,5,13.0,KILDARE (CJ198),Y T Cheng,D Cruz,114,1162,5,1:09.70,6.1,8 4 5
ST_2008-12-14_3,6,10.0,DOUBLE LUCK (CH239),C Brown,K L Man,118,1057,2,1:09.82,10.0,2 2 6
ST_2008-12-14_3,7,9.0,HIT SONG (CJ232),G Mosse,A T Millard,120,1139,7,1:09.85,49.0,1 1 7
ST_2008-12-14_3,8,2.0,KING ENCOSTA (CG247),E Saint-Martin,A S Cruz,133,1207,10,1:10.04,21.0,10 12 8
ST_2008-12-14_3,9,7.0,HIGH MARK (CJ197),B Prebble,C S Shum,120,1238,9,1:10.09,10.0,4 6 9
ST_2008-12-14_3,10,6.0,GUNNER MAC (CJ192),O Doleuze,D E Ferraris,120,1054,6,1:10.14,17.0,9 8 10
ST_2008-12-14_3,11,12.0,BOOMING CITY (CE325),G Gomez,A Lee,114,1212,8,1:10.17,47.0,3 3 11
ST_2008-12-14_3,12,14.0,PERFECT STYLE (CJ329),K L Chui,A Lee,111,1059,12,1:10.27,99.0,13 14 12
ST_2008-12-14_3,13,4.0,GRAND STORE (CH087),C K Tong,Y S Tsui,118,1078,13,1:10.67,99.0,6 9 13
ST_2008-12-14_3,14,11.0,BLESSING (CJ337),K T Yeung,T W Leung,111,1087,3,1:10.81,99.0,7 11 14
ST_2008-12-14_4,1,1.0,DOCTOR DINO (CJ617),O Peslier,R Gibson,126,1122,12,2:29.14,2.3,13 13 12 10 9 1
ST_2008-12-14_4,2,6.0,PURPLE MOON (CK620),J Spencer,L M Cumani,126,999,6,2:29.14,8.3,4 4 2 3 2 2
ST_2008-12-14_4,3,11.0,JAGUAR MAIL (CK624),M Kinane,N Hori,126,1038,2,2:29.18,3.9,8 9 11 12 10 3
ST_2008-12-14_4,4,13.0,THE BOGBERRY (CK623),C Soumillon,de Royer Dupre,121,1063,5,2:29.32,17.0,7 6 5 6 4 4
ST_2008-12-14_4,5,4.0,PACKING WINNER (CE334),D Whyte,L Ho,126,1104,7,2:29.34,19.0,1 1 1 1 1 5
ST_2008-12-14_4,6,10.0,BUCCELLATI (CK622),W Buick,A M Balding,126,935,11,2:29.47,23.0,11 11 10 7 6 6
ST_2008-12-14_4,7,5.0,MUHANNAK (CK618),P Smullen,R M Beckett,126,1113,4,2:29.66,22.0,10 10 8 9 7 7
ST_2008-12-14_4,8,12.0,AMBITIOUS GENERAL (CJ066),E Saint-Martin,D J Hall,126,1090,8,2:29.82,40.0,12 12 13 13 13 8
ST_2008-12-14_4,9,2.0,DOURO VALLEY (CK616),D Beadman,D O'Brien,126,1082,13,2:29.89,15.0,2 2 3 4 3 9
ST_2008-12-14_4,10,8.0,POSEIDON ADVENTURE (CK619),A Suborics,W Figge,126,975,3,2:30.20,40.0,5 7 9 11 11 10
ST_2008-12-14_4,11,9.0,MOURILYAN (CK621),R Moore,H J Brown,126,1124,1,2:30.68,39.0,3 3 6 8 8 11
ST_2008-12-14_4,12,3.0,MORES WELLS (CK617),D McDonogh,K Prendergast,126,1148,10,2:30.90,38.0,6 5 4 5 12 12
ST_2008-12-14_4,13,7.0,JACKPOT DELIGHT (CJ101),G Mosse,C Fownes,126,1166,9,2:31.42,23.0,9 8 7 2 5 13
ST_2008-12-14_5,1,12.0,INSPIRATION (CG111),D Beadman,J Moore,126,1187,9,1:08.68,67.0,7 7 1
ST_2008-12-14_5,2,6.0,GREEN BIRDIE (CH245),O Doleuze,C Fownes,126,1102,5,1:08.75,8.1,10 8 2
ST_2008-12-14_5,3,1.0,APACHE CAT (CK625),C Brown,G Eurell,126,1184,2,1:08.78,1.9,6 5 3
ST_2008-12-14_5,4,4.0,ENTHUSED (CH303),D Whyte,J Size,126,1258,13,1:08.88,6.5,2 2 4
ST_2008-12-14_5,5,5.0,SUNNY POWER (CG203),B Prebble,K W Lui,126,1130,12,1:08.92,5.9,11 11 5
ST_2008-12-14_5,6,2.0,MARCHAND D'OR (CJ601),D Bonilla,F Head,126,1060,4,1:08.93,10.0,8 6 6
ST_2008-12-14_5,7,3.0,MYTHICAL FLIGHT (CK626),K Shea,S Tarry,126,1140,8,1:09.02,32.0,1 1 7
ST_2008-12-14_5,8,7.0,LAUREL GUERREIRO (CK630),H Shii,M Kon,126,1038,3,1:09.21,29.0,4 3 8
ST_2008-12-14_5,9,11.0,TOSHO COURAGE (CK633),K Ikezoe,K Ikezoe,126,1192,10,1:09.22,99.0,12 12 9
ST_2008-12-14_5,10,9.0,ABBADJINN (CK629),T Hellier,P Rau,126,1131,7,1:09.29,65.0,9 9 10
ST_2008-12-14_5,11,13.0,NIGHTLIGN (CJ145),G Mosse,A Lee,126,1090,11,1:09.81,45.0,13 13 11
ST_2008-12-14_5,12,10.0,MOORHOUSE LAD (CK631),J Crowley,B Smart,126,1109,1,1:09.90,99.0,3 4 12
ST_2008-12-14_5,13,8.0,WAIKATO (CK628),J Saimee,L K Laxon,126,1078,6,1:10.48,66.0,5 10 13
ST_2008-12-14_6,1,2.0,DREAM TEAM (CK076),C Soumillon,A S Cruz,126,1272,7,1:21.80,8.3,2 3 3 1
ST_2008-12-14_6,2,5.0,CHINA LUJIA (CJ088),D Whyte,P O'Sullivan,124,1072,11,1:21.81,12.0,6 7 8 2
ST_2008-12-14_6,3,4.0,CHAMPION LAD (CH042),D Beadman,J Moore,124,1232,2,1:21.83,6.3,9 8 7 3
ST_2008-12-14_6,4,8.0,HOME TREASURE (CJ208),G Mosse,A Lee,120,1344,6,1:22.06,5.7,11 10 9 4
ST_2008-12-14_6,5,6.0,MASTER ELITE (CJ210),Z Purton,C W Chang,120,1135,12,1:22.09,3.1,13 12 11 5
ST_2008-12-14_6,6,14.0,SUPER FIGHTER (CE167),P H Lo,T W Leung,109,1092,10,1:22.27,99.0,8 9 10 6
ST_2008-12-14_6,7,7.0,CIRCUIT HERO (CG304),K L Chui,A T Millard,116,1114,13,1:22.30,21.0,3 2 2 7
ST_2008-12-14_6,8,9.0,ISTIDE (CJ089),Y T Cheng,A Schutz,116,947,9,1:22.76,13.0,4 6 5 8
ST_2008-12-14_6,9,3.0,PLAN B (CJ123),B Prebble,S Woods,126,1050,1,1:23.03,7.3,5 4 4 9
ST_2008-12-14_6,10,1.0,BUTTERFIELD (CG178),K T Yeung,Y O Wong,127,1067,4,1:23.21,74.0,7 5 6 10
ST_2008-12-14_6,11,10.0,CHINA HERO (CH040),G Gomez,Y S Tsui,117,1113,3,1:23.23,26.0,1 1 1 11
ST_2008-12-14_6,12,11.0,MISSION (CH073),C W Wong,C H Yip,114,1039,5,1:23.58,64.0,12 11 13 12
ST_2008-12-14_6,13,12.0,DILIGENT II (CJ211),C K Tong,K W Lui,111,977,14,1:23.85,44.0,14 13 12 13
ST_2008-12-14_6,14,13.0,DON FELIPE (CD273),C Lemaire,L Ho,118,1107,8,1:24.42,99.0,10 14 14 14
ST_2008-12-14_7,1,1.0,GOOD BA BA (CE201),C Soumillon,A Schutz,126,1092,7,1:32.71,4.4,9 9 9 1
ST_2008-12-14_7,2,8.0,ABLE ONE (CG108),D Beadman,J Moore,126,1147,5,1:33.09,18.0,6 5 4 2
ST_2008-12-14_7,3,7.0,EGYPTIAN RA (CE002),F Coetzee,A S Cruz,126,1145,13,1:33.24,9.3,1 1 1 3
ST_2008-12-14_7,4,6.0,SPIRITO DEL VENTO (CJ607),O Peslier,J-M Beguigne,126,979,9,1:33.25,66.0,11 12 12 4
ST_2008-12-14_7,5,4.0,SUPER HORNET (CK602),Y Fujioka,Y Yahagi,126,1027,2,1:33.30,10.0,10 10 10 5
ST_2008-12-14_7,6,3.0,ARMADA (CE246),D Whyte,J Size,126,1107,4,1:33.31,2.1,7 7 6 6
ST_2008-12-14_7,7,13.0,JOY AND FUN (CH014),W C Marwing,D Cruz,126,1146,14,1:33.63,89.0,3 3 2 7
ST_2008-12-14_7,8,11.0,MAJOR CADEAUX (CK606),R Hughes,R Hannon Snr,126,1135,1,1:33.74,99.0,8 8 8 8
ST_2008-12-14_7,9,2.0,KIP DEVILLE (CK601),C Velasquez,R E Dutrow Jr,126,1195,12,1:33.77,11.0,4 4 7 9
ST_2008-12-14_7,10,5.0,PRESSING (CK603),N Callan,M A Jarvis,126,1091,11,1:33.92,28.0,5 6 5 10
ST_2008-12-14_7,11,14.0,NATAGORA (CK607),C Lemaire,P Bary,121,1058,10,1:34.06,15.0,2 2 3 11
ST_2008-12-14_7,12,9.0,AWESOME GEM (CK604),G Gomez,C Dollase,126,1056,3,1:34.15,99.0,12 13 14 12
ST_2008-12-14_7,13,10.0,LAA RAYB (CK605),R Ffrench,M Johnston,126,1074,8,1:34.30,99.0,13 11 11 13
ST_2008-12-14_7,14,12.0,BULLISH CASH (CH049),M Kinane,A S Cruz,126,1059,6,1:34.52,32.0,14 14 13 14
ST_2008-12-14_8,1,1.0,EAGLE MOUNTAIN (CK608),K Shea,M F de Kock,126,959,5,2:00.92,5.9,8 8 7 5 1
ST_2008-12-14_8,2,5.0,BALIUS (CJ631),G Mosse,Laffon-Parias,126,1082,13,2:01.11,19.0,14 14 14 14 2
ST_2008-12-14_8,3,3.0,LINNGARI (CH624),R Moore,Sir M R Stoute,126,1043,12,2:01.42,52.0,13 13 13 13 3
ST_2008-12-14_8,4,2.0,VIVA PATACA (CG096),D Beadman,J Moore,126,1086,6,2:01.57,1.3,12 11 10 11 4
ST_2008-12-14_8,5,9.0,BULLISH LUCK (CC155),C Soumillon,A S Cruz,126,1241,4,2:01.59,40.0,9 10 9 9 5
ST_2008-12-14_8,6,4.0,LOUP BRETON (CK609),A Crastus,E Lellouche,126,1043,7,2:01.81,86.0,11 12 12 12 6
ST_2008-12-14_8,7,6.0,OUT OF CONTROL (CK610),G Gomez,R J Frankel,126,1179,14,2:01.87,58.0,3 3 2 1 7
ST_2008-12-14_8,8,12.0,SIGHT WINNER (CJ049),D Whyte,J Size,126,1084,3,2:02.19,22.0,4 5 6 8 8
ST_2008-12-14_8,9,10.0,HAWKES BAY (CG064),B Prebble,D J Hall,126,1069,1,2:02.24,52.0,6 6 8 7 9
ST_2008-12-14_8,10,13.0,TRINCOT (CK614),I Mendizabal,P Demercastel,123,935,8,2:02.35,62.0,5 4 5 4 10
ST_2008-12-14_8,11,7.0,ARTISTE ROYAL (CK611),O Peslier,N D Drysdale,126,1063,2,2:02.55,44.0,10 9 11 10 11
ST_2008-12-14_8,12,11.0,VIVA MACAU (CH110),Z Purton,J Moore,126,1154,11,2:02.85,69.0,2 2 3 3 12
ST_2008-12-14_8,13,8.0,ESTEJO (CK613),D Porcu,R Rohne,126,1118,9,2:05.69,99.0,1 1 1 2 13
ST_2008-12-14_8,14,14.0,LUSH LASHES (CK615),K Manning,J S Bolger,119,1012,10,2:06.66,14.0,7 7 4 6 14
